firstName,lastName,attempts,completions,interceptions,touchdowns,yards,whenPlayed,ourTeam,ourScore,theirTeam,theirScore
Cal,Coolidge,4,2,0,0,18,2012-05-30,Fremont Firebugs,2,Grand Rapids Gamers,14
James,Monroe,31,11,0,0,100,2012-06-06,Fremont Firebugs,10,Huntington Beach Harriers,9
James,Monroe,37,18,0,2,160,2012-06-13,Fremont Firebugs,24,Mobile Misfits,28
Cal,Coolidge,1,0,0,0,0,2012-06-13,Fremont Firebugs,24,Mobile Misfits,28
James,Monroe,33,14,0,1,103,2012-06-20,Fremont Firebugs,7,Boise Bearcats,13
James,Monroe,31,12,0,1,101,2012-06-27,Fremont Firebugs,11,Modesto Misanthropes,7
Warren,Harding,39,17,0,2,148,2012-03-21,Montgomery Music,20,Spokane Stallions,14
Warren,Harding,32,16,0,1,159,2012-03-28,Montgomery Music,9,Richmond Roustabouts,6
John,Tyler,2,0,1,0,0,2012-03-28,Montgomery Music,9,Richmond Roustabouts,6
Warren,Harding,26,13,0,1,131,2012-04-04,Montgomery Music,10,Yonkers Yellowjackets,21
Warren,Harding,18,8,0,1,73,2012-04-11,Montgomery Music,26,Shreveport Seamen,17
John,Tyler,8,2,1,1,10,2012-04-11,Montgomery Music,26,Shreveport Seamen,17
Warren,Harding,28,10,0,0,99,2012-04-18,Montgomery Music,0,San Bernardino Stalkers,10
Warren,Harding,32,14,0,0,109,2012-04-25,Montgomery Music,11,Tacoma Touchdown-Scorers,24
Warren,Harding,22,10,0,1,75,2012-05-02,Montgomery Music,11,Glendale Centers,24
John,Tyler,2,0,1,0,0,2012-05-02,Montgomery Music,11,Glendale Centers,24
Warren,Harding,32,17,0,1,128,2012-05-09,Montgomery Music,16,Des Moines Desperadoes,20
Warren,Harding,25,13,0,0,131,2012-05-16,Montgomery Music,1,Augusta Autocrats,30
Warren,Harding,38,21,0,1,209,2012-05-23,Montgomery Music,13,Grand Rapids Gamers,38
Warren,Harding,25,11,0,0,113,2012-05-30,Montgomery Music,8,Huntington Beach Harriers,3
John,Tyler,3,0,1,0,0,2012-05-30,Montgomery Music,8,Huntington Beach Harriers,3
Warren,Harding,26,12,0,1,121,2012-06-06,Montgomery Music,13,Mobile Misfits,30
Warren,Harding,36,15,0,1,148,2012-06-13,Montgomery Music,8,Boise Bearcats,24
John,Tyler,2,0,1,0,0,2012-06-13,Montgomery Music,8,Boise Bearcats,24
Warren,Harding,35,14,0,2,135,2012-06-20,Montgomery Music,17,Modesto Misanthropes,3
Warren,Harding,39,19,0,1,193,2012-06-27,Montgomery Music,7,Fremont Firebugs,23
George,Bush,35,16,0,1,154,2012-03-21,Spokane Stallions,13,Richmond Roustabouts,20
George,Bush,27,13,0,2,126,2012-03-28,Spokane Stallions,16,Yonkers Yellowjackets,23
George,Bush,22,9,0,0,88,2012-04-04,Spokane Stallions,9,Shreveport Seamen,20
Jim,Buchanan,13,7,0,0,90,2012-04-04,Spokane Stallions,9,Shreveport Seamen,20
George,Bush,35,15,0,1,132,2012-04-11,Spokane Stallions,18,San Bernardino Stalkers,9
George,Bush,38,22,1,3,247,2012-04-18,Spokane Stallions,23,Tacoma Touchdown-Scorers,38
George,Bush,34,17,0,2,141,2012-04-25,Spokane Stallions,26,Glendale Centers,27
George,Bush,29,13,0,2,128,2012-05-02,Spokane Stallions,24,Des Moines Desperadoes,30
Jim,Buchanan,7,3,0,0,31,2012-05-02,Spokane Stallions,24,Des Moines Desperadoes,30
George,Bush,30,15,0,2,164,2012-05-09,Spokane Stallions,14,Augusta Autocrats,17
George,Bush,38,16,0,2,176,2012-05-16,Spokane Stallions,22,Grand Rapids Gamers,41
George,Bush,38,16,0,1,162,2012-05-23,Spokane Stallions,18,Huntington Beach Harriers,23
George,Bush,36,15,0,1,125,2012-05-30,Spokane Stallions,14,Mobile Misfits,23
George,Bush,33,17,0,1,179,2012-06-06,Spokane Stallions,16,Boise Bearcats,3
George,Bush,24,14,0,1,137,2012-06-13,Spokane Stallions,20,Modesto Misanthropes,20
Jim,Buchanan,10,5,0,1,58,2012-06-13,Spokane Stallions,20,Modesto Misanthropes,20
George,Bush,39,21,0,2,215,2012-06-20,Spokane Stallions,17,Fremont Firebugs,41
George,Bush,28,12,0,1,109,2012-06-27,Spokane Stallions,7,Montgomery Music,6
Frank,Pierce,23,8,1,0,37,2012-03-21,Richmond Roustabouts,10,Yonkers Yellowjackets,24
Sam,Grant,7,4,0,0,37,2012-03-21,Richmond Roustabouts,10,Yonkers Yellowjackets,24
Frank,Pierce,34,10,1,0,47,2012-03-28,Richmond Roustabouts,1,Shreveport Seamen,24
Frank,Pierce,33,12,1,0,53,2012-04-04,Richmond Roustabouts,1,San Bernardino Stalkers,27
Frank,Pierce,29,8,1,1,39,2012-04-11,Richmond Roustabouts,19,Tacoma Touchdown-Scorers,31
Sam,Grant,7,3,0,1,38,2012-04-11,Richmond Roustabouts,19,Tacoma Touchdown-Scorers,31
Frank,Pierce,17,5,1,0,22,2012-04-18,Richmond Roustabouts,8,Glendale Centers,21
Sam,Grant,10,5,0,1,61,2012-04-18,Richmond Roustabouts,8,Glendale Centers,21
Frank,Pierce,35,9,1,1,55,2012-04-25,Richmond Roustabouts,12,Des Moines Desperadoes,7
Frank,Pierce,38,11,1,1,55,2012-05-02,Richmond Roustabouts,8,Augusta Autocrats,0
Frank,Pierce,30,9,1,0,44,2012-05-09,Richmond Roustabouts,1,Grand Rapids Gamers,21
Sam,Grant,4,2,0,0,23,2012-05-09,Richmond Roustabouts,1,Grand Rapids Gamers,21
Frank,Pierce,21,4,1,1,19,2012-05-16,Richmond Roustabouts,11,Huntington Beach Harriers,17
Sam,Grant,7,4,0,0,43,2012-05-16,Richmond Roustabouts,11,Huntington Beach Harriers,17
Frank,Pierce,29,10,1,1,51,2012-05-23,Richmond Roustabouts,23,Mobile Misfits,24
Sam,Grant,5,2,0,1,19,2012-05-23,Richmond Roustabouts,23,Mobile Misfits,24
Frank,Pierce,38,13,1,0,59,2012-05-30,Richmond Roustabouts,6,Boise Bearcats,34
Frank,Pierce,18,7,1,1,41,2012-06-06,Richmond Roustabouts,12,Modesto Misanthropes,23
Sam,Grant,6,3,0,0,36,2012-06-06,Richmond Roustabouts,12,Modesto Misanthropes,23
Frank,Pierce,30,11,1,1,56,2012-06-13,Richmond Roustabouts,14,Fremont Firebugs,30
Frank,Pierce,28,8,1,1,38,2012-06-20,Richmond Roustabouts,26,Montgomery Music,7
Sam,Grant,7,3,0,1,28,2012-06-20,Richmond Roustabouts,26,Montgomery Music,7
Frank,Pierce,28,9,1,0,53,2012-06-27,Richmond Roustabouts,8,Spokane Stallions,28
Dutch,Reagan,28,17,0,4,277,2012-03-21,Yonkers Yellowjackets,35,Shreveport Seamen,30
Steve,Cleveland,9,2,1,0,13,2012-03-21,Yonkers Yellowjackets,35,Shreveport Seamen,30
Dutch,Reagan,39,25,0,5,408,2012-03-28,Yonkers Yellowjackets,44,San Bernardino Stalkers,17
Dutch,Reagan,32,23,0,4,293,2012-04-04,Yonkers Yellowjackets,35,Tacoma Touchdown-Scorers,9
Steve,Cleveland,4,1,1,0,7,2012-04-04,Yonkers Yellowjackets,35,Tacoma Touchdown-Scorers,9
Dutch,Reagan,16,10,0,2,143,2012-04-11,Yonkers Yellowjackets,23,Glendale Centers,24
Steve,Cleveland,8,2,1,0,12,2012-04-11,Yonkers Yellowjackets,23,Glendale Centers,24
Dutch,Reagan,27,17,0,3,210,2012-04-18,Yonkers Yellowjackets,28,Des Moines Desperadoes,44
Dutch,Reagan,37,26,0,3,328,2012-04-25,Yonkers Yellowjackets,24,Augusta Autocrats,7
Dutch,Reagan,30,21,0,5,338,2012-05-02,Yonkers Yellowjackets,43,Grand Rapids Gamers,6
Dutch,Reagan,39,23,0,4,280,2012-05-09,Yonkers Yellowjackets,37,Huntington Beach Harriers,9
Dutch,Reagan,37,22,0,3,295,2012-05-16,Yonkers Yellowjackets,33,Mobile Misfits,28
Dutch,Reagan,25,18,0,2,217,2012-05-23,Yonkers Yellowjackets,23,Boise Bearcats,7
Steve,Cleveland,2,0,1,0,0,2012-05-23,Yonkers Yellowjackets,23,Boise Bearcats,7
Dutch,Reagan,27,16,0,2,249,2012-05-30,Yonkers Yellowjackets,17,Modesto Misanthropes,34
Steve,Cleveland,3,1,1,0,6,2012-05-30,Yonkers Yellowjackets,17,Modesto Misanthropes,34
Dutch,Reagan,30,17,0,3,228,2012-06-06,Yonkers Yellowjackets,30,Fremont Firebugs,14
Steve,Cleveland,4,1,1,0,8,2012-06-06,Yonkers Yellowjackets,30,Fremont Firebugs,14
Dutch,Reagan,25,17,0,3,258,2012-06-13,Yonkers Yellowjackets,28,Montgomery Music,23
Steve,Cleveland,11,4,1,0,24,2012-06-13,Yonkers Yellowjackets,28,Montgomery Music,23
Dutch,Reagan,33,20,0,3,275,2012-06-20,Yonkers Yellowjackets,21,Spokane Stallions,0
Dutch,Reagan,28,17,0,3,244,2012-06-27,Yonkers Yellowjackets,25,Richmond Roustabouts,17
Steve,Cleveland,10,3,1,0,24,2012-06-27,Yonkers Yellowjackets,25,Richmond Roustabouts,17
Dick,Nixon,30,13,1,0,113,2012-03-21,Shreveport Seamen,0,San Bernardino Stalkers,9
Dick,Nixon,26,8,1,0,61,2012-03-28,Shreveport Seamen,12,Tacoma Touchdown-Scorers,38
Dick,Nixon,38,18,1,1,138,2012-04-04,Shreveport Seamen,17,Glendale Centers,24
Dick,Nixon,32,10,1,0,77,2012-04-11,Shreveport Seamen,3,Des Moines Desperadoes,27
Dick,Nixon,29,13,1,0,87,2012-04-18,Shreveport Seamen,6,Augusta Autocrats,34
Tom,Wilson,2,0,1,0,0,2012-04-18,Shreveport Seamen,6,Augusta Autocrats,34
Dick,Nixon,38,13,1,0,117,2012-04-25,Shreveport Seamen,3,Grand Rapids Gamers,35
Dick,Nixon,26,10,1,1,76,2012-05-02,Shreveport Seamen,24,Huntington Beach Harriers,3
Tom,Wilson,10,4,1,1,31,2012-05-02,Shreveport Seamen,24,Huntington Beach Harriers,3
Dick,Nixon,35,17,1,0,110,2012-05-09,Shreveport Seamen,6,Mobile Misfits,38
Dick,Nixon,23,10,1,1,75,2012-05-16,Shreveport Seamen,18,Boise Bearcats,3
Tom,Wilson,10,3,1,1,21,2012-05-16,Shreveport Seamen,18,Boise Bearcats,3
Dick,Nixon,34,14,1,0,104,2012-05-23,Shreveport Seamen,12,Modesto Misanthropes,23
Dick,Nixon,37,12,1,1,107,2012-05-30,Shreveport Seamen,8,Fremont Firebugs,3
Dick,Nixon,35,12,1,1,104,2012-06-06,Shreveport Seamen,9,Montgomery Music,16
Dick,Nixon,27,12,1,0,95,2012-06-13,Shreveport Seamen,10,Spokane Stallions,41
Dick,Nixon,35,14,1,1,115,2012-06-20,Shreveport Seamen,17,Richmond Roustabouts,16
Dick,Nixon,27,10,1,0,78,2012-06-27,Shreveport Seamen,7,Yonkers Yellowjackets,44
Jimmy,Carter,34,19,0,1,167,2012-03-21,San Bernardino Stalkers,13,Tacoma Touchdown-Scorers,41
Jimmy,Carter,26,14,0,2,137,2012-03-28,San Bernardino Stalkers,16,Glendale Centers,3
Jimmy,Carter,26,15,0,2,165,2012-04-04,San Bernardino Stalkers,15,Des Moines Desperadoes,37
Jimmy,Carter,27,15,0,1,173,2012-04-11,San Bernardino Stalkers,20,Augusta Autocrats,34
Andrew,Johnson,9,3,0,1,29,2012-04-11,San Bernardino Stalkers,20,Augusta Autocrats,34
Jimmy,Carter,22,11,0,0,96,2012-04-18,San Bernardino Stalkers,7,Grand Rapids Gamers,41
Andrew,Johnson,6,3,0,0,32,2012-04-18,San Bernardino Stalkers,7,Grand Rapids Gamers,41
Jimmy,Carter,26,11,0,0,96,2012-04-25,San Bernardino Stalkers,9,Huntington Beach Harriers,0
Andrew,Johnson,2,0,0,0,0,2012-04-25,San Bernardino Stalkers,9,Huntington Beach Harriers,0
Jimmy,Carter,39,19,0,2,213,2012-05-02,San Bernardino Stalkers,23,Mobile Misfits,6
Jimmy,Carter,26,11,0,0,105,2012-05-09,San Bernardino Stalkers,12,Boise Bearcats,7
Andrew,Johnson,4,2,0,0,19,2012-05-09,San Bernardino Stalkers,12,Boise Bearcats,7
Jimmy,Carter,37,20,0,2,223,2012-05-16,San Bernardino Stalkers,25,Modesto Misanthropes,17
Jimmy,Carter,37,19,0,2,176,2012-05-23,San Bernardino Stalkers,15,Fremont Firebugs,37
Jimmy,Carter,28,14,0,1,153,2012-05-30,San Bernardino Stalkers,19,Montgomery Music,16
Jimmy,Carter,27,11,0,0,108,2012-06-06,San Bernardino Stalkers,13,Spokane Stallions,0
Andrew,Johnson,3,1,0,1,10,2012-06-06,San Bernardino Stalkers,13,Spokane Stallions,0
Jimmy,Carter,29,14,0,1,162,2012-06-13,San Bernardino Stalkers,9,Richmond Roustabouts,0
Jimmy,Carter,32,16,0,1,179,2012-06-20,San Bernardino Stalkers,16,Yonkers Yellowjackets,23
Jimmy,Carter,37,15,0,1,167,2012-06-27,San Bernardino Stalkers,7,Shreveport Seamen,0
Quinn,Adams,26,5,1,0,28,2012-03-21,Tacoma Touchdown-Scorers,11,Glendale Centers,3
James,Polk,8,3,1,1,13,2012-03-21,Tacoma Touchdown-Scorers,11,Glendale Centers,3
Quinn,Adams,34,11,1,1,52,2012-03-28,Tacoma Touchdown-Scorers,9,Des Moines Desperadoes,0
Quinn,Adams,32,9,1,1,53,2012-04-04,Tacoma Touchdown-Scorers,14,Augusta Autocrats,28
Quinn,Adams,26,7,1,0,38,2012-04-11,Tacoma Touchdown-Scorers,8,Grand Rapids Gamers,30
Quinn,Adams,33,10,1,1,54,2012-04-18,Tacoma Touchdown-Scorers,18,Huntington Beach Harriers,34
James,Polk,1,0,1,0,0,2012-04-18,Tacoma Touchdown-Scorers,18,Huntington Beach Harriers,34
Quinn,Adams,34,8,1,0,42,2012-04-25,Tacoma Touchdown-Scorers,2,Mobile Misfits,0
Quinn,Adams,26,6,1,0,34,2012-05-02,Tacoma Touchdown-Scorers,6,Boise Bearcats,17
James,Polk,8,2,1,0,8,2012-05-02,Tacoma Touchdown-Scorers,6,Boise Bearcats,17
Quinn,Adams,34,11,1,1,61,2012-05-09,Tacoma Touchdown-Scorers,8,Modesto Misanthropes,44
Quinn,Adams,37,15,1,1,71,2012-05-16,Tacoma Touchdown-Scorers,9,Fremont Firebugs,21
Quinn,Adams,29,10,1,1,55,2012-05-23,Tacoma Touchdown-Scorers,18,Montgomery Music,34
Quinn,Adams,27,7,1,1,31,2012-05-30,Tacoma Touchdown-Scorers,12,Spokane Stallions,3
Quinn,Adams,34,10,1,1,52,2012-06-06,Tacoma Touchdown-Scorers,17,Richmond Roustabouts,24
Quinn,Adams,21,5,1,0,23,2012-06-13,Tacoma Touchdown-Scorers,15,Yonkers Yellowjackets,17
James,Polk,13,4,1,1,19,2012-06-13,Tacoma Touchdown-Scorers,15,Yonkers Yellowjackets,17
Quinn,Adams,34,8,1,0,36,2012-06-20,Tacoma Touchdown-Scorers,6,Shreveport Seamen,44
Quinn,Adams,39,9,1,1,43,2012-06-27,Tacoma Touchdown-Scorers,9,San Bernardino Stalkers,13
Dubya,Bush,25,9,1,1,64,2012-03-21,Glendale Centers,9,Des Moines Desperadoes,16
Dubya,Bush,32,10,1,1,79,2012-03-28,Glendale Centers,13,Augusta Autocrats,6
Tom,Jefferson,1,0,1,0,0,2012-03-28,Glendale Centers,13,Augusta Autocrats,6
Dubya,Bush,38,17,1,1,132,2012-04-04,Glendale Centers,12,Grand Rapids Gamers,17
Dubya,Bush,19,6,1,0,41,2012-04-11,Glendale Centers,15,Huntington Beach Harriers,9
Tom,Jefferson,10,3,1,1,15,2012-04-11,Glendale Centers,15,Huntington Beach Harriers,9
Dubya,Bush,35,11,1,0,83,2012-04-18,Glendale Centers,11,Mobile Misfits,9
Dubya,Bush,32,15,1,1,131,2012-04-25,Glendale Centers,15,Boise Bearcats,23
Dubya,Bush,29,12,1,0,99,2012-05-02,Glendale Centers,2,Modesto Misanthropes,13
Dubya,Bush,34,14,1,0,110,2012-05-09,Glendale Centers,8,Fremont Firebugs,13
Dubya,Bush,34,13,1,1,87,2012-05-16,Glendale Centers,14,Montgomery Music,31
Dubya,Bush,22,9,1,1,58,2012-05-23,Glendale Centers,9,Spokane Stallions,37
Tom,Jefferson,2,0,1,0,0,2012-05-23,Glendale Centers,9,Spokane Stallions,37
Dubya,Bush,28,14,1,1,123,2012-05-30,Glendale Centers,12,Richmond Roustabouts,17
Dubya,Bush,37,14,1,1,93,2012-06-06,Glendale Centers,9,Yonkers Yellowjackets,3
Dubya,Bush,35,11,1,0,78,2012-06-13,Glendale Centers,3,Shreveport Seamen,31
Tom,Jefferson,3,0,1,0,0,2012-06-13,Glendale Centers,3,Shreveport Seamen,31
Dubya,Bush,27,12,1,1,93,2012-06-20,Glendale Centers,12,San Bernardino Stalkers,0
Dubya,Bush,31,13,1,0,102,2012-06-27,Glendale Centers,12,Tacoma Touchdown-Scorers,34
Tom,Jefferson,4,1,1,1,3,2012-06-27,Glendale Centers,12,Tacoma Touchdown-Scorers,34
Franklin,Roosevelt,32,27,0,8,522,2012-03-21,Des Moines Desperadoes,61,Augusta Autocrats,44
Franklin,Roosevelt,32,21,0,5,376,2012-03-28,Des Moines Desperadoes,44,Grand Rapids Gamers,23
Big Bill,Taft,6,4,0,0,60,2012-03-28,Des Moines Desperadoes,44,Grand Rapids Gamers,23
Franklin,Roosevelt,29,23,0,7,443,2012-04-04,Des Moines Desperadoes,60,Huntington Beach Harriers,16
Franklin,Roosevelt,36,28,0,7,534,2012-04-11,Des Moines Desperadoes,51,Mobile Misfits,0
Big Bill,Taft,1,0,0,0,0,2012-04-11,Des Moines Desperadoes,51,Mobile Misfits,0
Franklin,Roosevelt,29,22,0,6,370,2012-04-18,Des Moines Desperadoes,51,Boise Bearcats,44
Franklin,Roosevelt,37,25,0,7,478,2012-04-25,Des Moines Desperadoes,52,Modesto Misanthropes,10
Franklin,Roosevelt,25,18,0,4,348,2012-05-02,Des Moines Desperadoes,29,Fremont Firebugs,34
Franklin,Roosevelt,26,20,0,4,319,2012-05-09,Des Moines Desperadoes,34,Montgomery Music,3
Franklin,Roosevelt,27,20,0,3,283,2012-05-16,Des Moines Desperadoes,21,Spokane Stallions,17
Big Bill,Taft,7,4,0,0,64,2012-05-16,Des Moines Desperadoes,21,Spokane Stallions,17
Franklin,Roosevelt,22,18,0,3,275,2012-05-23,Des Moines Desperadoes,47,Richmond Roustabouts,41
Big Bill,Taft,14,11,0,3,177,2012-05-23,Des Moines Desperadoes,47,Richmond Roustabouts,41
Franklin,Roosevelt,35,28,0,7,524,2012-05-30,Des Moines Desperadoes,59,Yonkers Yellowjackets,13
Franklin,Roosevelt,25,21,0,5,333,2012-06-06,Des Moines Desperadoes,35,Shreveport Seamen,7
Franklin,Roosevelt,38,33,0,7,460,2012-06-13,Des Moines Desperadoes,50,San Bernardino Stalkers,23
Franklin,Roosevelt,30,24,0,5,347,2012-06-20,Des Moines Desperadoes,44,Tacoma Touchdown-Scorers,0
Franklin,Roosevelt,22,18,0,5,319,2012-06-27,Des Moines Desperadoes,56,Glendale Centers,27
Big Bill,Taft,8,6,0,2,111,2012-06-27,Des Moines Desperadoes,56,Glendale Centers,27
Harry,Truman,28,10,1,1,83,2012-03-21,Augusta Autocrats,13,Grand Rapids Gamers,41
Lyndon,Johnson,5,2,0,0,17,2012-03-21,Augusta Autocrats,13,Grand Rapids Gamers,41
Harry,Truman,22,9,1,1,78,2012-03-28,Augusta Autocrats,18,Huntington Beach Harriers,44
Lyndon,Johnson,7,2,0,0,16,2012-03-28,Augusta Autocrats,18,Huntington Beach Harriers,44
Harry,Truman,22,11,1,0,90,2012-04-04,Augusta Autocrats,18,Mobile Misfits,37
Lyndon,Johnson,4,2,0,1,20,2012-04-04,Augusta Autocrats,18,Mobile Misfits,37
Harry,Truman,31,14,1,1,122,2012-04-11,Augusta Autocrats,13,Boise Bearcats,7
Harry,Truman,33,11,1,0,82,2012-04-18,Augusta Autocrats,0,Modesto Misanthropes,23
Harry,Truman,30,14,1,0,110,2012-04-25,Augusta Autocrats,2,Fremont Firebugs,21
Harry,Truman,25,10,1,0,87,2012-05-02,Augusta Autocrats,9,Montgomery Music,10
Harry,Truman,32,16,1,1,143,2012-05-09,Augusta Autocrats,25,Spokane Stallions,10
Lyndon,Johnson,5,2,0,1,20,2012-05-09,Augusta Autocrats,25,Spokane Stallions,10
Harry,Truman,31,15,1,0,110,2012-05-16,Augusta Autocrats,12,Richmond Roustabouts,10
Harry,Truman,25,12,1,0,103,2012-05-23,Augusta Autocrats,6,Yonkers Yellowjackets,37
Harry,Truman,23,10,1,1,69,2012-05-30,Augusta Autocrats,15,Shreveport Seamen,7
Lyndon,Johnson,15,7,0,0,61,2012-05-30,Augusta Autocrats,15,Shreveport Seamen,7
Harry,Truman,32,11,1,0,105,2012-06-06,Augusta Autocrats,5,San Bernardino Stalkers,17
Harry,Truman,33,11,1,0,81,2012-06-13,Augusta Autocrats,9,Tacoma Touchdown-Scorers,28
Harry,Truman,29,11,1,0,89,2012-06-20,Augusta Autocrats,2,Glendale Centers,6
Harry,Truman,38,18,1,0,133,2012-06-27,Augusta Autocrats,4,Des Moines Desperadoes,34
Martin,Van Buren,34,15,1,1,120,2012-03-21,Grand Rapids Gamers,15,Huntington Beach Harriers,0
James,Garfield,2,0,0,0,0,2012-03-21,Grand Rapids Gamers,15,Huntington Beach Harriers,0
Martin,Van Buren,37,13,1,1,92,2012-03-28,Grand Rapids Gamers,13,Mobile Misfits,13
Martin,Van Buren,19,8,1,0,57,2012-04-04,Grand Rapids Gamers,16,Boise Bearcats,10
James,Garfield,8,3,0,1,24,2012-04-04,Grand Rapids Gamers,16,Boise Bearcats,10
Martin,Van Buren,27,13,1,0,91,2012-04-11,Grand Rapids Gamers,9,Modesto Misanthropes,23
Martin,Van Buren,31,11,1,0,74,2012-04-18,Grand Rapids Gamers,11,Fremont Firebugs,34
Martin,Van Buren,27,10,1,0,83,2012-04-25,Grand Rapids Gamers,4,Montgomery Music,24
James,Garfield,6,2,0,0,15,2012-04-25,Grand Rapids Gamers,4,Montgomery Music,24
Martin,Van Buren,24,8,1,0,66,2012-05-02,Grand Rapids Gamers,15,Spokane Stallions,30
James,Garfield,8,4,0,1,44,2012-05-02,Grand Rapids Gamers,15,Spokane Stallions,30
Martin,Van Buren,39,18,1,0,110,2012-05-09,Grand Rapids Gamers,6,Richmond Roustabouts,7
Martin,Van Buren,31,15,1,0,120,2012-05-16,Grand Rapids Gamers,5,Yonkers Yellowjackets,10
Martin,Van Buren,22,9,1,0,68,2012-05-23,Grand Rapids Gamers,3,Shreveport Seamen,3
James,Garfield,10,5,0,0,47,2012-05-23,Grand Rapids Gamers,3,Shreveport Seamen,3
Martin,Van Buren,31,13,1,1,113,2012-05-30,Grand Rapids Gamers,13,San Bernardino Stalkers,16
Martin,Van Buren,33,16,1,1,125,2012-06-06,Grand Rapids Gamers,8,Tacoma Touchdown-Scorers,6
Martin,Van Buren,25,11,1,1,71,2012-06-13,Grand Rapids Gamers,18,Glendale Centers,34
James,Garfield,7,3,0,0,29,2012-06-13,Grand Rapids Gamers,18,Glendale Centers,34
Martin,Van Buren,31,10,1,1,85,2012-06-20,Grand Rapids Gamers,18,Des Moines Desperadoes,37
Martin,Van Buren,32,10,1,0,71,2012-06-27,Grand Rapids Gamers,8,Augusta Autocrats,9
William,McKinley,32,10,1,1,38,2012-03-21,Huntington Beach Harriers,15,Mobile Misfits,7
William,McKinley,24,6,1,1,21,2012-03-28,Huntington Beach Harriers,19,Boise Bearcats,13
William,McKinley,36,13,1,1,53,2012-04-04,Huntington Beach Harriers,8,Modesto Misanthropes,24
William,McKinley,29,8,1,0,41,2012-04-11,Huntington Beach Harriers,11,Fremont Firebugs,3
William,McKinley,32,6,1,0,26,2012-04-18,Huntington Beach Harriers,7,Montgomery Music,9
William,McKinley,30,6,1,0,24,2012-04-25,Huntington Beach Harriers,4,Spokane Stallions,28
Andy,Jackson,1,0,0,0,0,2012-04-25,Huntington Beach Harriers,4,Spokane Stallions,28
William,McKinley,31,6,1,1,29,2012-05-02,Huntington Beach Harriers,20,Richmond Roustabouts,16
Andy,Jackson,5,3,0,1,43,2012-05-02,Huntington Beach Harriers,20,Richmond Roustabouts,16
William,McKinley,37,13,1,0,66,2012-05-09,Huntington Beach Harriers,7,Yonkers Yellowjackets,35
William,McKinley,25,7,1,1,30,2012-05-16,Huntington Beach Harriers,13,Shreveport Seamen,20
William,McKinley,29,6,1,0,28,2012-05-23,Huntington Beach Harriers,6,San Bernardino Stalkers,13
William,McKinley,30,6,1,0,21,2012-05-30,Huntington Beach Harriers,7,Tacoma Touchdown-Scorers,0
William,McKinley,31,10,1,1,38,2012-06-06,Huntington Beach Harriers,7,Glendale Centers,7
William,McKinley,27,8,1,0,39,2012-06-13,Huntington Beach Harriers,5,Des Moines Desperadoes,7
Andy,Jackson,7,5,0,0,69,2012-06-13,Huntington Beach Harriers,5,Des Moines Desperadoes,7
William,McKinley,34,6,1,1,28,2012-06-20,Huntington Beach Harriers,16,Augusta Autocrats,41
William,McKinley,39,7,1,0,26,2012-06-27,Huntington Beach Harriers,4,Grand Rapids Gamers,31
George,Washington,31,22,0,3,323,2012-03-21,Mobile Misfits,25,Boise Bearcats,20
George,Washington,32,20,0,4,320,2012-03-28,Mobile Misfits,30,Modesto Misanthropes,10
George,Washington,21,16,0,4,246,2012-04-04,Mobile Misfits,35,Fremont Firebugs,44
John,Adams,8,2,1,1,11,2012-04-04,Mobile Misfits,35,Fremont Firebugs,44
George,Washington,32,20,0,5,331,2012-04-11,Mobile Misfits,46,Montgomery Music,16
John,Adams,2,0,1,0,0,2012-04-11,Mobile Misfits,46,Montgomery Music,16
George,Washington,39,24,0,3,310,2012-04-18,Mobile Misfits,33,Spokane Stallions,10
George,Washington,27,21,0,5,325,2012-04-25,Mobile Misfits,36,Richmond Roustabouts,31
John,Adams,1,0,1,0,0,2012-04-25,Mobile Misfits,36,Richmond Roustabouts,31
George,Washington,39,24,0,5,384,2012-05-02,Mobile Misfits,42,Yonkers Yellowjackets,10
George,Washington,23,16,0,4,260,2012-05-09,Mobile Misfits,44,Shreveport Seamen,28
John,Adams,4,1,1,1,6,2012-05-09,Mobile Misfits,44,Shreveport Seamen,28
George,Washington,29,17,0,3,275,2012-05-16,Mobile Misfits,34,San Bernardino Stalkers,6
John,Adams,6,1,1,1,5,2012-05-16,Mobile Misfits,34,San Bernardino Stalkers,6
George,Washington,32,22,0,4,293,2012-05-23,Mobile Misfits,36,Tacoma Touchdown-Scorers,3
John,Adams,4,1,1,0,7,2012-05-23,Mobile Misfits,36,Tacoma Touchdown-Scorers,3
George,Washington,32,20,0,3,264,2012-05-30,Mobile Misfits,26,Glendale Centers,23
George,Washington,33,20,0,5,325,2012-06-06,Mobile Misfits,52,Des Moines Desperadoes,37
John,Adams,3,1,1,1,7,2012-06-06,Mobile Misfits,52,Des Moines Desperadoes,37
George,Washington,35,27,0,6,447,2012-06-13,Mobile Misfits,46,Augusta Autocrats,31
George,Washington,32,24,0,6,409,2012-06-20,Mobile Misfits,46,Grand Rapids Gamers,21
George,Washington,37,23,0,5,367,2012-06-27,Mobile Misfits,36,Huntington Beach Harriers,27
Teddy,Roosevelt,34,22,0,6,405,2013-03-20,Boise Bearcats,51,Modesto Misanthropes,24
Teddy,Roosevelt,34,22,0,5,378,2013-03-27,Boise Bearcats,37,Fremont Firebugs,35
Teddy,Roosevelt,34,23,0,6,404,2013-04-03,Boise Bearcats,47,Montgomery Music,3
Teddy,Roosevelt,27,20,0,6,374,2013-04-10,Boise Bearcats,49,Spokane Stallions,6
