firstName,lastName,attempts,completions,interceptions,touchdowns,yards,whenPlayed,ourTeam,ourScore,theirTeam,theirScore
Tom,Jefferson,31,24,0,4,341,2011-05-25,Augusta Autocrats,38,Yonkers Yellowjackets,38
Tom,Jefferson,21,17,0,3,241,2011-06-01,Augusta Autocrats,23,Shreveport Seamen,28
Martin,Van Buren,4,2,0,0,28,2011-06-01,Augusta Autocrats,23,Shreveport Seamen,28
Tom,Jefferson,23,16,0,2,215,2011-06-08,Augusta Autocrats,33,San Bernardino Stalkers,27
Martin,Van Buren,11,6,0,1,84,2011-06-08,Augusta Autocrats,33,San Bernardino Stalkers,27
Tom,Jefferson,33,24,0,4,313,2011-06-15,Augusta Autocrats,41,Tacoma Touchdown-Scorers,9
Martin,Van Buren,5,3,0,1,31,2011-06-15,Augusta Autocrats,41,Tacoma Touchdown-Scorers,9
Tom,Jefferson,27,19,0,3,275,2011-06-22,Augusta Autocrats,38,Glendale Centers,6
Martin,Van Buren,8,5,0,1,72,2011-06-22,Augusta Autocrats,38,Glendale Centers,6
Tom,Jefferson,39,30,0,6,388,2011-06-29,Augusta Autocrats,54,Des Moines Desperadoes,13
Andrew,Johnson,38,27,0,5,369,2011-03-23,Grand Rapids Gamers,42,Huntington Beach Harriers,21
Andrew,Johnson,31,23,0,4,303,2011-03-30,Grand Rapids Gamers,33,Mobile Misfits,9
Ike,Eisenhower,2,0,0,0,0,2011-03-30,Grand Rapids Gamers,33,Mobile Misfits,9
Andrew,Johnson,24,18,0,3,257,2011-04-06,Grand Rapids Gamers,39,Boise Bearcats,21
Ike,Eisenhower,10,6,0,1,62,2011-04-06,Grand Rapids Gamers,39,Boise Bearcats,21
Andrew,Johnson,36,23,0,3,278,2011-04-13,Grand Rapids Gamers,25,Modesto Misanthropes,34
Andrew,Johnson,30,22,0,4,265,2011-04-20,Grand Rapids Gamers,36,Fremont Firebugs,31
Andrew,Johnson,38,22,0,4,346,2011-04-27,Grand Rapids Gamers,38,Montgomery Music,16
Andrew,Johnson,17,10,0,2,133,2011-05-04,Grand Rapids Gamers,29,Spokane Stallions,17
Ike,Eisenhower,8,4,0,1,42,2011-05-04,Grand Rapids Gamers,29,Spokane Stallions,17
Andrew,Johnson,19,12,0,1,164,2011-05-11,Grand Rapids Gamers,17,Richmond Roustabouts,31
Ike,Eisenhower,6,2,0,1,18,2011-05-11,Grand Rapids Gamers,17,Richmond Roustabouts,31
Andrew,Johnson,36,22,0,4,306,2011-05-18,Grand Rapids Gamers,31,Yonkers Yellowjackets,0
Ike,Eisenhower,1,0,0,0,0,2011-05-18,Grand Rapids Gamers,31,Yonkers Yellowjackets,0
Andrew,Johnson,16,9,0,1,106,2011-05-25,Grand Rapids Gamers,25,Shreveport Seamen,17
Ike,Eisenhower,8,4,0,1,43,2011-05-25,Grand Rapids Gamers,25,Shreveport Seamen,17
Andrew,Johnson,34,25,0,3,339,2011-06-01,Grand Rapids Gamers,32,San Bernardino Stalkers,20
Andrew,Johnson,20,13,0,1,166,2011-06-08,Grand Rapids Gamers,20,Tacoma Touchdown-Scorers,27
Ike,Eisenhower,13,7,0,1,82,2011-06-08,Grand Rapids Gamers,20,Tacoma Touchdown-Scorers,27
Andrew,Johnson,38,21,0,4,262,2011-06-15,Grand Rapids Gamers,35,Glendale Centers,17
Andrew,Johnson,25,17,0,2,259,2011-06-22,Grand Rapids Gamers,21,Des Moines Desperadoes,34
Andrew,Johnson,37,25,0,4,387,2011-06-29,Grand Rapids Gamers,39,Augusta Autocrats,13
Dubya,Bush,26,12,0,2,135,2011-03-23,Huntington Beach Harriers,17,Mobile Misfits,20
John,Tyler,11,3,1,0,18,2011-03-23,Huntington Beach Harriers,17,Mobile Misfits,20
Dubya,Bush,25,14,0,1,152,2011-03-30,Huntington Beach Harriers,17,Boise Bearcats,0
John,Tyler,4,1,1,1,4,2011-03-30,Huntington Beach Harriers,17,Boise Bearcats,0
Dubya,Bush,27,15,0,2,177,2011-04-06,Huntington Beach Harriers,16,Modesto Misanthropes,3
John,Tyler,4,1,1,0,4,2011-04-06,Huntington Beach Harriers,16,Modesto Misanthropes,3
Dubya,Bush,31,17,0,1,188,2011-04-13,Huntington Beach Harriers,13,Fremont Firebugs,17
Dubya,Bush,39,17,0,2,175,2011-04-20,Huntington Beach Harriers,18,Montgomery Music,35
Dubya,Bush,21,12,0,1,139,2011-04-27,Huntington Beach Harriers,14,Spokane Stallions,20
John,Tyler,9,3,1,1,14,2011-04-27,Huntington Beach Harriers,14,Spokane Stallions,20
Dubya,Bush,32,15,0,1,133,2011-05-04,Huntington Beach Harriers,18,Richmond Roustabouts,20
Dubya,Bush,33,19,0,1,195,2011-05-11,Huntington Beach Harriers,13,Yonkers Yellowjackets,6
Dubya,Bush,35,15,0,1,159,2011-05-18,Huntington Beach Harriers,16,Shreveport Seamen,21
Dubya,Bush,38,19,0,1,193,2011-05-25,Huntington Beach Harriers,13,San Bernardino Stalkers,10
Dubya,Bush,37,18,0,1,213,2011-06-01,Huntington Beach Harriers,8,Tacoma Touchdown-Scorers,28
Dubya,Bush,35,17,0,2,174,2011-06-08,Huntington Beach Harriers,15,Glendale Centers,28
Dubya,Bush,24,14,0,2,157,2011-06-15,Huntington Beach Harriers,25,Des Moines Desperadoes,7
John,Tyler,1,0,1,0,0,2011-06-15,Huntington Beach Harriers,25,Des Moines Desperadoes,7
Dubya,Bush,27,15,0,2,186,2011-06-22,Huntington Beach Harriers,15,Augusta Autocrats,34
John,Tyler,10,2,1,0,11,2011-06-22,Huntington Beach Harriers,15,Augusta Autocrats,34
Dubya,Bush,31,18,0,1,221,2011-06-29,Huntington Beach Harriers,16,Grand Rapids Gamers,21
Quinn,Adams,36,21,0,2,249,2011-03-23,Mobile Misfits,18,Boise Bearcats,16
Quinn,Adams,30,15,0,2,179,2011-03-30,Mobile Misfits,24,Modesto Misanthropes,7
Quinn,Adams,25,13,0,1,131,2011-04-06,Mobile Misfits,13,Fremont Firebugs,30
Quinn,Adams,31,15,0,2,215,2011-04-13,Mobile Misfits,26,Montgomery Music,6
Quinn,Adams,23,14,0,2,148,2011-04-20,Mobile Misfits,22,Spokane Stallions,0
James,Polk,8,4,1,0,37,2011-04-20,Mobile Misfits,22,Spokane Stallions,0
Quinn,Adams,25,17,0,2,234,2011-04-27,Mobile Misfits,17,Richmond Roustabouts,9
James,Polk,2,0,1,0,0,2011-04-27,Mobile Misfits,17,Richmond Roustabouts,9
Quinn,Adams,28,14,0,2,186,2011-05-04,Mobile Misfits,21,Yonkers Yellowjackets,28
Quinn,Adams,24,14,0,1,168,2011-05-11,Mobile Misfits,16,Shreveport Seamen,13
James,Polk,10,4,1,0,31,2011-05-11,Mobile Misfits,16,Shreveport Seamen,13
Quinn,Adams,19,12,0,1,164,2011-05-18,Mobile Misfits,19,San Bernardino Stalkers,31
James,Polk,5,1,1,1,9,2011-05-18,Mobile Misfits,19,San Bernardino Stalkers,31
Quinn,Adams,18,9,0,2,106,2011-05-25,Mobile Misfits,21,Tacoma Touchdown-Scorers,23
James,Polk,12,4,1,1,28,2011-05-25,Mobile Misfits,21,Tacoma Touchdown-Scorers,23
Quinn,Adams,27,14,0,3,201,2011-06-01,Mobile Misfits,21,Glendale Centers,35
Quinn,Adams,26,14,0,2,158,2011-06-08,Mobile Misfits,26,Des Moines Desperadoes,34
Quinn,Adams,26,14,0,2,160,2011-06-15,Mobile Misfits,32,Augusta Autocrats,14
James,Polk,3,1,1,1,8,2011-06-15,Mobile Misfits,32,Augusta Autocrats,14
Quinn,Adams,30,15,0,2,208,2011-06-22,Mobile Misfits,14,Grand Rapids Gamers,16
Quinn,Adams,31,17,0,3,242,2011-06-29,Mobile Misfits,21,Huntington Beach Harriers,31
Tom,Wilson,28,19,0,3,277,2012-03-21,Boise Bearcats,29,Modesto Misanthropes,35
Andy,Jackson,4,1,1,1,4,2012-03-21,Boise Bearcats,29,Modesto Misanthropes,35
Tom,Wilson,26,18,0,3,279,2012-03-28,Boise Bearcats,28,Fremont Firebugs,24
Tom,Wilson,25,14,0,2,164,2012-04-04,Boise Bearcats,16,Montgomery Music,7
Tom,Wilson,36,25,0,4,307,2012-04-11,Boise Bearcats,29,Spokane Stallions,20
Tom,Wilson,25,14,0,2,178,2012-04-18,Boise Bearcats,17,Richmond Roustabouts,6
Tom,Wilson,26,18,0,3,286,2012-04-25,Boise Bearcats,30,Yonkers Yellowjackets,6
Andy,Jackson,12,3,1,0,17,2012-04-25,Boise Bearcats,30,Yonkers Yellowjackets,6
Tom,Wilson,29,17,0,3,255,2012-05-02,Boise Bearcats,29,Shreveport Seamen,20
Andy,Jackson,1,0,1,0,0,2012-05-02,Boise Bearcats,29,Shreveport Seamen,20
Tom,Wilson,38,28,0,5,353,2012-05-09,Boise Bearcats,39,San Bernardino Stalkers,13
Tom,Wilson,33,20,0,2,253,2012-05-16,Boise Bearcats,26,Tacoma Touchdown-Scorers,14
Tom,Wilson,17,11,0,1,154,2012-05-23,Boise Bearcats,8,Glendale Centers,30
Andy,Jackson,8,2,1,0,10,2012-05-23,Boise Bearcats,8,Glendale Centers,30
Tom,Wilson,33,23,0,3,321,2012-05-30,Boise Bearcats,30,Des Moines Desperadoes,13
Andy,Jackson,3,1,1,0,4,2012-05-30,Boise Bearcats,30,Des Moines Desperadoes,13
Tom,Wilson,33,21,0,3,304,2012-06-06,Boise Bearcats,27,Augusta Autocrats,13
Tom,Wilson,32,24,0,4,355,2012-06-13,Boise Bearcats,40,Grand Rapids Gamers,7
Andy,Jackson,3,1,1,1,4,2012-06-13,Boise Bearcats,40,Grand Rapids Gamers,7
Tom,Wilson,31,21,0,3,335,2012-06-20,Boise Bearcats,27,Huntington Beach Harriers,44
Tom,Wilson,26,17,0,4,262,2012-06-27,Boise Bearcats,30,Mobile Misfits,9
George,Washington,37,12,1,1,91,2012-03-21,Modesto Misanthropes,19,Fremont Firebugs,14
George,Washington,28,12,1,1,93,2012-03-28,Modesto Misanthropes,15,Montgomery Music,38
George,Washington,30,14,1,0,119,2012-04-04,Modesto Misanthropes,9,Spokane Stallions,20
Lyndon,Johnson,1,0,1,0,0,2012-04-04,Modesto Misanthropes,9,Spokane Stallions,20
George,Washington,35,18,1,1,165,2012-04-11,Modesto Misanthropes,17,Richmond Roustabouts,37
George,Washington,22,10,1,0,85,2012-04-18,Modesto Misanthropes,4,Yonkers Yellowjackets,6
Lyndon,Johnson,10,4,1,0,27,2012-04-18,Modesto Misanthropes,4,Yonkers Yellowjackets,6
George,Washington,26,10,1,1,72,2012-04-25,Modesto Misanthropes,17,Shreveport Seamen,14
Lyndon,Johnson,3,1,1,1,9,2012-04-25,Modesto Misanthropes,17,Shreveport Seamen,14
George,Washington,32,15,1,0,116,2012-05-02,Modesto Misanthropes,8,San Bernardino Stalkers,17
George,Washington,38,15,1,0,135,2012-05-09,Modesto Misanthropes,0,Tacoma Touchdown-Scorers,21
George,Washington,19,9,1,0,71,2012-05-16,Modesto Misanthropes,8,Glendale Centers,0
Lyndon,Johnson,7,3,1,1,26,2012-05-16,Modesto Misanthropes,8,Glendale Centers,0
George,Washington,24,9,1,0,74,2012-05-23,Modesto Misanthropes,18,Des Moines Desperadoes,30
Lyndon,Johnson,5,2,1,1,18,2012-05-23,Modesto Misanthropes,18,Des Moines Desperadoes,30
George,Washington,21,9,1,1,69,2012-05-30,Modesto Misanthropes,11,Augusta Autocrats,7
Lyndon,Johnson,3,1,1,0,7,2012-05-30,Modesto Misanthropes,11,Augusta Autocrats,7
George,Washington,31,15,1,1,126,2012-06-06,Modesto Misanthropes,11,Grand Rapids Gamers,13
George,Washington,36,17,1,0,117,2012-06-13,Modesto Misanthropes,7,Huntington Beach Harriers,13
George,Washington,25,12,1,0,92,2012-06-20,Modesto Misanthropes,12,Mobile Misfits,7
Lyndon,Johnson,3,1,1,0,7,2012-06-20,Modesto Misanthropes,12,Mobile Misfits,7
George,Washington,38,16,1,0,135,2012-06-27,Modesto Misanthropes,5,Boise Bearcats,24
Barry,Obama,18,14,0,4,234,2012-03-21,Fremont Firebugs,35,Montgomery Music,30
John,Adams,10,2,1,0,9,2012-03-21,Fremont Firebugs,35,Montgomery Music,30
Barry,Obama,31,23,0,7,434,2012-03-28,Fremont Firebugs,54,Spokane Stallions,41
Barry,Obama,39,29,0,7,451,2012-04-04,Fremont Firebugs,56,Richmond Roustabouts,21
Barry,Obama,36,30,0,7,508,2012-04-11,Fremont Firebugs,56,Yonkers Yellowjackets,31
Barry,Obama,21,15,0,4,222,2012-04-18,Fremont Firebugs,44,Shreveport Seamen,20
John,Adams,10,2,1,1,9,2012-04-18,Fremont Firebugs,44,Shreveport Seamen,20
Barry,Obama,38,28,0,8,501,2012-04-25,Fremont Firebugs,60,San Bernardino Stalkers,35
Barry,Obama,27,22,0,5,389,2012-05-02,Fremont Firebugs,35,Tacoma Touchdown-Scorers,41
Barry,Obama,32,27,0,6,455,2012-05-09,Fremont Firebugs,49,Glendale Centers,0
Barry,Obama,34,27,0,7,499,2012-05-16,Fremont Firebugs,57,Des Moines Desperadoes,21
Barry,Obama,28,21,0,5,301,2012-05-23,Fremont Firebugs,47,Augusta Autocrats,35
Barry,Obama,20,15,0,3,244,2012-05-30,Fremont Firebugs,31,Grand Rapids Gamers,34
John,Adams,4,1,1,1,5,2012-05-30,Fremont Firebugs,31,Grand Rapids Gamers,34
Barry,Obama,39,28,0,8,519,2012-06-06,Fremont Firebugs,58,Huntington Beach Harriers,28
Barry,Obama,26,21,0,5,344,2012-06-13,Fremont Firebugs,45,Mobile Misfits,0
John,Adams,8,2,1,1,8,2012-06-13,Fremont Firebugs,45,Mobile Misfits,0
Barry,Obama,29,24,0,5,418,2012-06-20,Fremont Firebugs,44,Boise Bearcats,21
Barry,Obama,20,16,0,4,278,2012-06-27,Fremont Firebugs,31,Modesto Misanthropes,44
John,Adams,11,2,1,0,10,2012-06-27,Fremont Firebugs,31,Modesto Misanthropes,44
Dick,Nixon,39,19,0,2,183,2012-03-21,Montgomery Music,20,Spokane Stallions,31
Dick,Nixon,31,14,0,2,151,2012-03-28,Montgomery Music,33,Richmond Roustabouts,31
Rutherford,Hayes,4,3,0,1,53,2012-03-28,Montgomery Music,33,Richmond Roustabouts,31
Dick,Nixon,20,8,0,1,86,2012-04-04,Montgomery Music,26,Yonkers Yellowjackets,24
Rutherford,Hayes,7,4,0,1,67,2012-04-04,Montgomery Music,26,Yonkers Yellowjackets,24
Dick,Nixon,24,10,0,1,115,2012-04-11,Montgomery Music,24,Shreveport Seamen,31
Rutherford,Hayes,8,6,0,1,87,2012-04-11,Montgomery Music,24,Shreveport Seamen,31
Dick,Nixon,29,16,0,2,165,2012-04-18,Montgomery Music,23,San Bernardino Stalkers,16
Dick,Nixon,39,16,0,2,162,2012-04-25,Montgomery Music,23,Tacoma Touchdown-Scorers,7
Dick,Nixon,26,11,0,2,123,2012-05-02,Montgomery Music,21,Glendale Centers,14
Dick,Nixon,36,21,0,2,213,2012-05-09,Montgomery Music,14,Des Moines Desperadoes,30
Dick,Nixon,25,11,0,1,126,2012-05-16,Montgomery Music,22,Augusta Autocrats,34
Rutherford,Hayes,3,2,0,1,36,2012-05-16,Montgomery Music,22,Augusta Autocrats,34
Dick,Nixon,32,19,0,1,190,2012-05-23,Montgomery Music,11,Grand Rapids Gamers,0
Dick,Nixon,31,14,0,1,136,2012-05-30,Montgomery Music,14,Huntington Beach Harriers,9
Dick,Nixon,27,12,0,1,111,2012-06-06,Montgomery Music,33,Mobile Misfits,20
Rutherford,Hayes,10,7,0,2,130,2012-06-06,Montgomery Music,33,Mobile Misfits,20
Dick,Nixon,37,16,0,1,163,2012-06-13,Montgomery Music,12,Boise Bearcats,31
Dick,Nixon,34,16,0,2,156,2012-06-20,Montgomery Music,15,Modesto Misanthropes,0
Dick,Nixon,39,17,0,1,168,2012-06-27,Montgomery Music,11,Fremont Firebugs,37
Sam,Grant,18,5,1,1,23,2012-03-21,Spokane Stallions,24,Richmond Roustabouts,37
Ben,Harrison,7,5,0,2,76,2012-03-21,Spokane Stallions,24,Richmond Roustabouts,37
Sam,Grant,32,6,1,1,28,2012-03-28,Spokane Stallions,19,Yonkers Yellowjackets,23
Sam,Grant,25,6,1,0,30,2012-04-04,Spokane Stallions,6,Shreveport Seamen,21
Sam,Grant,37,13,1,0,51,2012-04-11,Spokane Stallions,1,San Bernardino Stalkers,27
Sam,Grant,30,8,1,0,41,2012-04-18,Spokane Stallions,12,Tacoma Touchdown-Scorers,13
Sam,Grant,36,7,1,1,35,2012-04-25,Spokane Stallions,8,Glendale Centers,7
Sam,Grant,33,7,1,0,33,2012-05-02,Spokane Stallions,10,Des Moines Desperadoes,30
Ben,Harrison,5,4,0,1,56,2012-05-02,Spokane Stallions,10,Des Moines Desperadoes,30
Sam,Grant,22,5,1,0,23,2012-05-09,Spokane Stallions,26,Augusta Autocrats,0
Ben,Harrison,12,9,0,3,177,2012-05-09,Spokane Stallions,26,Augusta Autocrats,0
Sam,Grant,24,9,1,0,36,2012-05-16,Spokane Stallions,15,Grand Rapids Gamers,41
Ben,Harrison,13,10,0,2,145,2012-05-16,Spokane Stallions,15,Grand Rapids Gamers,41
Sam,Grant,24,6,1,1,29,2012-05-23,Spokane Stallions,22,Huntington Beach Harriers,17
Ben,Harrison,3,2,0,1,34,2012-05-23,Spokane Stallions,22,Huntington Beach Harriers,17
Sam,Grant,25,5,1,1,23,2012-05-30,Spokane Stallions,14,Mobile Misfits,31
Sam,Grant,24,8,1,0,41,2012-06-06,Spokane Stallions,12,Boise Bearcats,35
Ben,Harrison,11,9,0,1,131,2012-06-06,Spokane Stallions,12,Boise Bearcats,35
Sam,Grant,25,6,1,1,29,2012-06-13,Spokane Stallions,16,Modesto Misanthropes,7
Ben,Harrison,1,0,0,0,0,2012-06-13,Spokane Stallions,16,Modesto Misanthropes,7
Sam,Grant,20,3,1,0,12,2012-06-20,Spokane Stallions,12,Fremont Firebugs,14
Ben,Harrison,6,4,0,0,57,2012-06-20,Spokane Stallions,12,Fremont Firebugs,14
Sam,Grant,37,13,1,1,57,2012-06-27,Spokane Stallions,14,Montgomery Music,20
William,McKinley,37,29,0,8,519,2012-03-21,Richmond Roustabouts,68,Yonkers Yellowjackets,44
William,McKinley,28,19,0,5,348,2012-03-28,Richmond Roustabouts,37,Shreveport Seamen,17
Jim,Buchanan,8,3,0,0,33,2012-03-28,Richmond Roustabouts,37,Shreveport Seamen,17
William,McKinley,28,19,0,4,341,2012-04-04,Richmond Roustabouts,47,San Bernardino Stalkers,20
Jim,Buchanan,10,6,0,1,55,2012-04-04,Richmond Roustabouts,47,San Bernardino Stalkers,20
William,McKinley,39,32,0,8,526,2012-04-11,Richmond Roustabouts,66,Tacoma Touchdown-Scorers,21
William,McKinley,34,27,0,5,406,2012-04-18,Richmond Roustabouts,43,Glendale Centers,35
Jim,Buchanan,3,1,0,0,10,2012-04-18,Richmond Roustabouts,43,Glendale Centers,35
William,McKinley,39,31,0,7,438,2012-04-25,Richmond Roustabouts,54,Des Moines Desperadoes,23
William,McKinley,33,24,0,6,406,2012-05-02,Richmond Roustabouts,44,Augusta Autocrats,41
Jim,Buchanan,1,0,0,0,0,2012-05-02,Richmond Roustabouts,44,Augusta Autocrats,41
William,McKinley,32,26,0,6,405,2012-05-09,Richmond Roustabouts,53,Grand Rapids Gamers,38
William,McKinley,22,15,0,4,254,2012-05-16,Richmond Roustabouts,47,Huntington Beach Harriers,17
Jim,Buchanan,12,5,0,1,52,2012-05-16,Richmond Roustabouts,47,Huntington Beach Harriers,17
William,McKinley,36,24,0,5,333,2012-05-23,Richmond Roustabouts,39,Mobile Misfits,3
William,McKinley,33,25,0,5,350,2012-05-30,Richmond Roustabouts,45,Boise Bearcats,10
Jim,Buchanan,5,2,0,1,22,2012-05-30,Richmond Roustabouts,45,Boise Bearcats,10
William,McKinley,31,23,0,5,340,2012-06-06,Richmond Roustabouts,42,Modesto Misanthropes,23
William,McKinley,20,13,0,4,240,2012-06-13,Richmond Roustabouts,35,Fremont Firebugs,24
Jim,Buchanan,6,2,0,1,22,2012-06-13,Richmond Roustabouts,35,Fremont Firebugs,24
William,McKinley,27,19,0,4,334,2012-06-20,Richmond Roustabouts,35,Montgomery Music,13
William,McKinley,25,17,0,3,289,2012-06-27,Richmond Roustabouts,29,Spokane Stallions,3
Abe,Lincoln,38,26,0,4,424,2012-03-21,Yonkers Yellowjackets,40,Shreveport Seamen,41
Abe,Lincoln,19,13,0,3,204,2012-03-28,Yonkers Yellowjackets,30,San Bernardino Stalkers,38
Teddy,Roosevelt,9,4,0,1,37,2012-03-28,Yonkers Yellowjackets,30,San Bernardino Stalkers,38
Abe,Lincoln,34,24,0,4,342,2012-04-04,Yonkers Yellowjackets,31,Tacoma Touchdown-Scorers,0
Teddy,Roosevelt,2,1,0,0,10,2012-04-04,Yonkers Yellowjackets,31,Tacoma Touchdown-Scorers,0
Abe,Lincoln,28,20,0,3,317,2012-04-11,Yonkers Yellowjackets,34,Glendale Centers,37
Teddy,Roosevelt,6,3,0,1,32,2012-04-11,Yonkers Yellowjackets,34,Glendale Centers,37
Abe,Lincoln,26,15,0,2,192,2012-04-18,Yonkers Yellowjackets,14,Des Moines Desperadoes,13
Abe,Lincoln,29,18,0,4,295,2012-04-25,Yonkers Yellowjackets,28,Augusta Autocrats,0
Teddy,Roosevelt,1,0,0,0,0,2012-04-25,Yonkers Yellowjackets,28,Augusta Autocrats,0
Abe,Lincoln,29,19,0,2,246,2012-05-02,Yonkers Yellowjackets,23,Grand Rapids Gamers,28
Abe,Lincoln,38,29,0,5,385,2012-05-09,Yonkers Yellowjackets,41,Huntington Beach Harriers,37
Abe,Lincoln,28,16,0,3,219,2012-05-16,Yonkers Yellowjackets,25,Mobile Misfits,16
Abe,Lincoln,25,14,0,3,221,2012-05-23,Yonkers Yellowjackets,31,Boise Bearcats,34
Teddy,Roosevelt,11,6,0,0,65,2012-05-23,Yonkers Yellowjackets,31,Boise Bearcats,34
Abe,Lincoln,17,11,0,2,139,2012-05-30,Yonkers Yellowjackets,32,Modesto Misanthropes,23
Teddy,Roosevelt,7,3,0,1,26,2012-05-30,Yonkers Yellowjackets,32,Modesto Misanthropes,23
Abe,Lincoln,27,17,0,4,274,2012-06-06,Yonkers Yellowjackets,29,Fremont Firebugs,16
Abe,Lincoln,26,14,0,2,171,2012-06-13,Yonkers Yellowjackets,25,Montgomery Music,27
Abe,Lincoln,29,21,0,4,310,2012-06-20,Yonkers Yellowjackets,40,Spokane Stallions,30
Teddy,Roosevelt,2,1,0,0,9,2012-06-20,Yonkers Yellowjackets,40,Spokane Stallions,30
Abe,Lincoln,30,17,0,2,231,2012-06-27,Yonkers Yellowjackets,17,Richmond Roustabouts,3
Cal,Coolidge,28,12,1,0,82,2012-03-21,Shreveport Seamen,5,San Bernardino Stalkers,20
Cal,Coolidge,34,11,1,0,79,2012-03-28,Shreveport Seamen,7,Tacoma Touchdown-Scorers,34
Franklin,Roosevelt,3,2,0,0,26,2012-03-28,Shreveport Seamen,7,Tacoma Touchdown-Scorers,34
Cal,Coolidge,30,13,1,1,77,2012-04-04,Shreveport Seamen,18,Glendale Centers,38
Cal,Coolidge,33,15,1,1,96,2012-04-11,Shreveport Seamen,21,Des Moines Desperadoes,28
Franklin,Roosevelt,4,2,0,1,28,2012-04-11,Shreveport Seamen,21,Des Moines Desperadoes,28
Cal,Coolidge,23,7,1,0,45,2012-04-18,Shreveport Seamen,12,Augusta Autocrats,28
Franklin,Roosevelt,8,5,0,1,59,2012-04-18,Shreveport Seamen,12,Augusta Autocrats,28
Cal,Coolidge,38,15,1,1,115,2012-04-25,Shreveport Seamen,19,Grand Rapids Gamers,13
Cal,Coolidge,19,5,1,1,29,2012-05-02,Shreveport Seamen,26,Huntington Beach Harriers,31
Franklin,Roosevelt,6,4,0,1,63,2012-05-02,Shreveport Seamen,26,Huntington Beach Harriers,31
Cal,Coolidge,32,11,1,1,75,2012-05-09,Shreveport Seamen,13,Mobile Misfits,35
Franklin,Roosevelt,6,3,0,0,49,2012-05-09,Shreveport Seamen,13,Mobile Misfits,35
Cal,Coolidge,32,12,1,1,75,2012-05-16,Shreveport Seamen,18,Boise Bearcats,6
Cal,Coolidge,28,9,1,1,63,2012-05-23,Shreveport Seamen,20,Modesto Misanthropes,34
Franklin,Roosevelt,6,4,0,1,49,2012-05-23,Shreveport Seamen,20,Modesto Misanthropes,34
Cal,Coolidge,16,7,1,1,51,2012-05-30,Shreveport Seamen,26,Fremont Firebugs,38
Franklin,Roosevelt,8,5,0,1,65,2012-05-30,Shreveport Seamen,26,Fremont Firebugs,38
Cal,Coolidge,26,8,1,1,54,2012-06-06,Shreveport Seamen,18,Montgomery Music,9
Cal,Coolidge,29,8,1,0,54,2012-06-13,Shreveport Seamen,16,Spokane Stallions,44
Franklin,Roosevelt,4,2,0,1,31,2012-06-13,Shreveport Seamen,16,Spokane Stallions,44
Cal,Coolidge,35,12,1,1,82,2012-06-20,Shreveport Seamen,14,Richmond Roustabouts,23
Cal,Coolidge,21,8,1,0,61,2012-06-27,Shreveport Seamen,24,Yonkers Yellowjackets,27
Franklin,Roosevelt,13,10,0,2,148,2012-06-27,Shreveport Seamen,24,Yonkers Yellowjackets,27
Chet,Arthur,25,17,0,3,213,2012-03-21,San Bernardino Stalkers,25,Tacoma Touchdown-Scorers,3
Chet,Arthur,27,15,0,2,172,2012-03-28,San Bernardino Stalkers,17,Glendale Centers,30
Chet,Arthur,36,19,0,2,197,2012-04-04,San Bernardino Stalkers,17,Des Moines Desperadoes,23
Chet,Arthur,19,10,0,1,147,2012-04-11,San Bernardino Stalkers,23,Augusta Autocrats,17
Warren,Harding,11,3,1,1,23,2012-04-11,San Bernardino Stalkers,23,Augusta Autocrats,17
Chet,Arthur,37,23,0,3,284,2012-04-18,San Bernardino Stalkers,24,Grand Rapids Gamers,7
Chet,Arthur,32,18,0,2,249,2012-04-25,San Bernardino Stalkers,24,Huntington Beach Harriers,6
Warren,Harding,1,0,1,0,0,2012-04-25,San Bernardino Stalkers,24,Huntington Beach Harriers,6
Chet,Arthur,32,22,0,3,323,2012-05-02,San Bernardino Stalkers,27,Mobile Misfits,37
Warren,Harding,3,1,1,0,7,2012-05-02,San Bernardino Stalkers,27,Mobile Misfits,37
Chet,Arthur,27,17,0,2,230,2012-05-09,San Bernardino Stalkers,17,Boise Bearcats,21
Chet,Arthur,22,12,0,2,130,2012-05-16,San Bernardino Stalkers,31,Modesto Misanthropes,6
Warren,Harding,9,4,1,1,37,2012-05-16,San Bernardino Stalkers,31,Modesto Misanthropes,6
Chet,Arthur,18,10,0,1,139,2012-05-23,San Bernardino Stalkers,21,Fremont Firebugs,3
Warren,Harding,7,2,1,1,17,2012-05-23,San Bernardino Stalkers,21,Fremont Firebugs,3
Chet,Arthur,31,19,0,2,280,2012-05-30,San Bernardino Stalkers,24,Montgomery Music,28
Chet,Arthur,39,22,1,4,309,2012-06-06,San Bernardino Stalkers,35,Spokane Stallions,20
Chet,Arthur,23,12,0,1,125,2012-06-13,San Bernardino Stalkers,10,Richmond Roustabouts,20
Warren,Harding,11,4,1,0,32,2012-06-13,San Bernardino Stalkers,10,Richmond Roustabouts,20
Chet,Arthur,26,16,0,2,178,2012-06-20,San Bernardino Stalkers,15,Yonkers Yellowjackets,10
Warren,Harding,12,4,1,0,31,2012-06-20,San Bernardino Stalkers,15,Yonkers Yellowjackets,10
Chet,Arthur,31,20,0,2,276,2012-06-27,San Bernardino Stalkers,26,Shreveport Seamen,10
Jack,Kennedy,20,7,1,0,59,2012-03-21,Tacoma Touchdown-Scorers,18,Glendale Centers,34
